[debug] 2008.12.06 16:56:34 UTC, , line 40:  request processing started, logger initialized
[debug] 2008.12.06 16:56:34 UTC, PgConnection->connect, line 91:  database connection successful
[debug] 2008.12.06 16:56:34 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='ozone_session'" (0.0132899284363 sec)
[debug] 2008.12.06 16:56:34 UTC, PgConnection->query, line 109:  executed query "ALTER TABLE ozone_session ADD ip_address_ssl varchar(90) " (0.00307893753052 sec)
[debug] 2008.12.06 16:56:34 UTC, PgConnection->query, line 109:  executed query "ALTER TABLE ozone_session ADD ua_hash varchar(256) " (0.00168609619141 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='ozone_user'" (0.00992393493652 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO ozone_user DO SELECT currval('ozone_user_user_id_seq') AS id" (0.0308191776276 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='ozone_group'" (0.00814700126648 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO ozone_group DO SELECT currval('ozone_group_group_id_seq') AS id" (0.00206208229065 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='ozone_permission'" (0.00801992416382 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO ozone_permission DO SELECT currval('ozone_permission_permission_id_seq') AS id" (0.00203704833984 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='ozone_user_group_relation'" (0.00820899009705 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO ozone_user_group_relation DO SELECT currval('ozone_user_group_relation_user_group_id_seq') AS id" (0.00235986709595 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='ozone_user_permission_modifier'" (0.00820088386536 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO ozone_user_permission_modifier DO SELECT currval('ozone_user_permission_modifier_user_permission_id_seq') AS id" (0.00459504127502 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='ozone_group_permission_modifier'" (0.00917196273804 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO ozone_group_permission_modifier DO SELECT currval('ozone_group_permission_modifier_group_permission_id_seq') AS id" (0.00205993652344 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='unique_string_broker'" (0.00957918167114 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='form_submission_key'" (0.00744080543518 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='storage_item'" (0.00730919837952 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='petition_campaign'" (0.00797915458679 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO petition_campaign DO SELECT currval('petition_campaign_campaign_id_seq') AS id" (0.00297808647156 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='petition_signature'" (0.00788497924805 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO petition_signature DO SELECT currval('petition_signature_signature_id_seq') AS id" (0.0025110244751 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='simpletodo_list'" (0.00935506820679 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO simpletodo_list DO SELECT currval('simpletodo_list_list_id_seq') AS id" (0.00236415863037 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='site'" (0.00896906852722 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO site DO SELECT currval('site_site_id_seq') AS id" (0.00286197662354 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='site_tag'" (0.00838303565979 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO site_tag DO SELECT currval('site_tag_tag_id_seq') AS id" (0.00227093696594 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='category'" (0.0121021270752 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "ALTER TABLE category ADD autonumerate boolean DEFAULT 'false' " (0.0442337989807 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "ALTER TABLE category ADD page_title_template varchar(256) " (0.00244998931885 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO category DO SELECT currval('category_category_id_seq') AS id" (0.00276207923889 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page'" (0.00917100906372 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO page DO SELECT currval('page_page_id_seq') AS id" (0.00279116630554 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page_revision'" (0.00767302513123 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO page_revision DO SELECT currval('page_revision_revision_id_seq') AS id" (0.00261902809143 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page_source'" (0.00792503356934 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO page_source DO SELECT currval('page_source_source_id_seq') AS id" (0.00254583358765 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page_compiled'" (0.0073549747467 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page_metadata'" (0.00631403923035 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO page_metadata DO SELECT currval('page_metadata_metadata_id_seq') AS id" (0.00279211997986 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='comment'" (0.00797319412231 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO comment DO SELECT currval('comment_comment_id_seq') AS id" (0.00239205360413 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='comment_revision'" (0.00757503509521 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO comment_revision DO SELECT currval('comment_revision_revision_id_seq') AS id" (0.0024299621582 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='fts_entry'" (0.00767683982849 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO fts_entry DO SELECT currval('fts_entry_fts_id_seq') AS id" (0.00262212753296 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='file'" (0.00842213630676 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO file DO SELECT currval('file_file_id_seq') AS id" (0.00336694717407 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='files_event'" (0.00719499588013 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO files_event DO SELECT currval('files_event_file_event_id_seq') AS id" (0.00257897377014 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='ucookie'" (0.0107109546661 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page_link'" (0.00722980499268 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO page_link DO SELECT currval('page_link_link_id_seq') AS id" (0.00271797180176 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page_inclusion'" (0.00817918777466 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO page_inclusion DO SELECT currval('page_inclusion_inclusion_id_seq') AS id" (0.0020899772644 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page_external_link'" (0.00638794898987 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO page_external_link DO SELECT currval('page_external_link_link_id_seq') AS id" (0.00413680076599 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='member'" (0.00814580917358 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO member DO SELECT currval('member_member_id_seq') AS id" (0.00234007835388 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='admin'" (0.00635600090027 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO admin DO SELECT currval('admin_admin_id_seq') AS id" (0.0035240650177 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='moderator'" (0.00437712669373 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO moderator DO SELECT currval('moderator_moderator_id_seq') AS id" (0.00278902053833 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='member_application'" (0.00798201560974 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO member_application DO SELECT currval('member_application_application_id_seq') AS id" (0.00240206718445 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='member_invitation'" (0.007817029953 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO member_invitation DO SELECT currval('member_invitation_invitation_id_seq') AS id" (0.00309991836548 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page_edit_lock'" (0.00802898406982 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO page_edit_lock DO SELECT currval('page_edit_lock_lock_id_seq') AS id" (0.00235486030579 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='theme'" (0.00848698616028 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO theme DO SELECT currval('theme_theme_id_seq') AS id" (0.00291609764099 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='theme_preview'" (0.00761413574219 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='license'" (0.00772786140442 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO license DO SELECT currval('license_license_id_seq') AS id" (0.00391697883606 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='site_settings'" (0.00745511054993 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "ALTER TABLE site_settings ADD enable_all_pingback_out boolean DEFAULT 'true' " (0.013072013855 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='site_super_settings'" (0.0115129947662 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='notification'" (0.00567603111267 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO notification DO SELECT currval('notification_notification_id_seq') AS id" (0.00280714035034 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='private_message'" (0.00797700881958 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO private_message DO SELECT currval('private_message_message_id_seq') AS id" (0.00239706039429 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='profile'" (0.00869703292847 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='user_settings'" (0.0088951587677 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='user_karma'" (0.00826191902161 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='global_ip_block'" (0.00797390937805 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO global_ip_block DO SELECT currval('global_ip_block_block_id_seq') AS id" (0.00308799743652 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='ip_block'" (0.00727510452271 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO ip_block DO SELECT currval('ip_block_block_id_seq') AS id" (0.00284004211426 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='global_user_block'" (0.00718998908997 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO global_user_block DO SELECT currval('global_user_block_block_id_seq') AS id" (0.00238084793091 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='user_block'" (0.00787711143494 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO user_block DO SELECT currval('user_block_block_id_seq') AS id" (0.00253391265869 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='private_user_block'" (0.00510692596436 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO private_user_block DO SELECT currval('private_user_block_block_id_seq') AS id" (0.00278997421265 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='watched_page'" (0.00810599327087 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO watched_page DO SELECT currval('watched_page_watched_id_seq') AS id" (0.00292897224426 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='watched_forum_thread'" (0.00841498374939 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO watched_forum_thread DO SELECT currval('watched_forum_thread_watched_id_seq') AS id" (0.00290703773499 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page_abuse_flag'" (0.00870800018311 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO page_abuse_flag DO SELECT currval('page_abuse_flag_flag_id_seq') AS id" (0.00394105911255 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='user_abuse_flag'" (0.00785613059998 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO user_abuse_flag DO SELECT currval('user_abuse_flag_flag_id_seq') AS id" (0.00278401374817 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='anonymous_abuse_flag'" (0.00787281990051 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO anonymous_abuse_flag DO SELECT currval('anonymous_abuse_flag_flag_id_seq') AS id" (0.00292921066284 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='admin_notification'" (0.00761985778809 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO admin_notification DO SELECT currval('admin_notification_notification_id_seq') AS id" (0.00245690345764 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='log_event'" (0.00772905349731 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='contact'" (0.00609111785889 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO contact DO SELECT currval('contact_contact_id_seq') AS id" (0.00301098823547 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page_tag'" (0.00628185272217 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='page_rate_vote'" (0.00786685943604 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO page_rate_vote DO SELECT currval('page_rate_vote_rate_id_seq') AS id" (0.00290679931641 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='email_invitation'" (0.00663614273071 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO email_invitation DO SELECT currval('email_invitation_invitation_id_seq') AS id" (0.00292992591858 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='membership_link'" (0.00785088539124 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO membership_link DO SELECT currval('membership_link_link_id_seq') AS id" (0.00228095054626 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='site_backup'" (0.00819611549377 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO site_backup DO SELECT currval('site_backup_backup_id_seq') AS id" (0.00292491912842 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='domain_redirect'" (0.00936007499695 sec)
[debug] 2008.12.06 16:56:35 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO domain_redirect DO SELECT currval('domain_redirect_redirect_id_seq') AS id" (0.00263714790344 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='site_viewer'" (0.013955116272 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO site_viewer DO SELECT currval('site_viewer_viewer_id_seq') AS id" (0.00573205947876 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='openid_entry'" (0.00596404075623 sec)
